timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,16,-251,-81,-30,56,-7
5,14,-251,-78,-24,57,-5
10,15,-248,-78,-15,59,-8
15,15,-247,-76,-9,63,-6
20,13,-246,-79,-8,66,-9
25,13,-245,-80,-8,68,-8
30,16,-244,-76,-10,68,-11
35,13,-243,-80,-14,67,-9
40,14,-245,-82,-19,63,-11
45,14,-245,-81,-26,61,-8
50,15,-247,-83,-30,62,-11
55,17,-247,-79,-32,60,-7
60,16,-245,-79,-29,60,-8
65,12,-247,-77,-27,61,-5
70,15,-246,-78,-26,61,-7
75,15,-243,-81,-23,62,-4
80,13,-245,-80,-23,60,-6
85,16,-247,-81,-23,59,-4
90,15,-246,-79,-23,58,-6
95,18,-245,-80,-22,57,-4
100,16,-247,-79,-20,56,-6
105,17,-246,-78,-17,56,-3
110,16,-246,-81,-15,55,-5
115,16,-245,-79,-14,55,-3
120,13,-245,-79,-12,55,-5
125,17,-246,-76,-10,54,-4
130,15,-242,-75,-13,53,-5
135,15,-246,-78,-16,53,-6
140,15,-242,-77,-19,50,-7
145,15,-246,-80,-24,51,-6
150,15,-249,-75,-28,49,-7
155,15,-245,-76,-28,50,-6
160,14,-246,-78,-29,52,-8
165,17,-250,-80,-28,54,-5
170,17,-248,-78,-28,55,-7
175,15,-247,-80,-27,56,-5
180,16,-248,-79,-26,57,-7
185,15,-246,-83,-25,58,-5
190,19,-248,-80,-25,59,-4
195,17,-248,-76,-25,60,-4
200,15,-247,-77,-24,62,-5
205,15,-247,-82,-25,60,-5
210,17,-247,-78,-24,61,-4
215,18,-248,-78,-25,60,-3
220,14,-246,-76,-25,60,-4
225,15,-247,-78,-24,61,-4
230,16,-245,-77,-21,60,-4
235,14,-244,-79,-19,61,-3
240,16,-248,-80,-18,60,-3
245,17,-246,-80,-17,60,-3
250,17,-244,-79,-18,60,-2
255,17,-245,-76,-18,60,-3
260,16,-245,-79,-18,58,-2
265,19,-248,-78,-20,56,-4
270,15,-245,-79,-23,55,-6
275,18,-248,-81,-25,56,-7
280,14,-248,-79,-26,58,-6
285,13,-248,-79,-26,61,-7
290,16,-245,-79,-24,64,-7
295,11,-245,-80,-25,65,-7
300,16,-248,-77,-23,69,-6
305,16,-246,-82,-23,70,-6
310,13,-246,-82,-23,69,-5
315,13,-244,-85,-23,68,-6
320,14,-244,-80,-21,69,-4
325,14,-246,-80,-18,67,-5
330,16,-246,-82,-19,66,-4
335,13,-245,-80,-19,68,-2
340,17,-249,-83,-19,67,-1
345,15,-245,-78,-19,67,-3
350,14,-246,-80,-18,67,-2
355,13,-244,-80,-20,70,-4
360,16,-246,-77,-22,69,-3
365,14,-242,-82,-23,68,-6
370,16,-248,-84,-25,68,-3
375,17,-245,-79,-24,67,-3
380,17,-245,-83,-23,65,-2
385,14,-243,-78,-20,62,-3
390,14,-246,-81,-19,63,-1
395,14,-244,-81,-19,61,-4
400,15,-243,-79,-16,60,-2
405,15,-244,-81,-14,58,-3
410,15,-245,-80,-17,57,-1
415,14,-248,-82,-16,56,-4
420,16,-245,-79,-18,55,-2
425,14,-245,-79,-17,55,-5
430,14,-247,-82,-16,55,-2
435,16,-244,-79,-15,57,-3
440,16,-246,-81,-13,55,-1
445,11,-245,-80,-12,58,-5
450,15,-244,-77,-9,58,-3
455,17,-246,-79,-8,58,-6
460,16,-244,-77,-6,59,-3
465,16,-243,-86,-5,60,-6
470,16,-246,-82,-4,60,-2
475,15,-245,-83,-5,61,-5
480,18,-244,-77,-4,60,-3
485,15,-243,-80,-5,59,-6
490,15,-243,-80,-8,60,-4
495,15,-242,-78,-10,60,-7
500,18,-245,-80,-14,60,-3
505,16,-246,-80,-15,60,-6
510,16,-244,-79,-18,60,-3
515,16,-244,-81,-19,61,-6
520,18,-253,-93,-22,63,-3
525,16,-247,-79,-27,63,-4
530,15,-244,-84,-28,61,0
535,15,-245,-83,-28,60,-3
540,16,-247,-77,-26,58,-1
545,17,-249,-81,-23,58,-3
550,16,-247,-73,-20,57,0
555,15,-247,-78,-14,56,-2
560,15,-248,-79,-10,55,-1
565,14,-246,-77,-6,54,-4
570,14,-247,-77,-2,52,0
575,14,-247,-83,0,53,-2
580,15,-247,-81,4,55,0
585,13,-246,-82,2,55,-4
590,14,-248,-83,2,57,-2
595,16,-246,-78,1,58,-4
600,15,-248,-79,0,60,-3
605,15,-246,-81,-1,62,-5
610,13,-245,-82,-1,64,-2
615,11,-247,-80,-1,65,-4
620,15,-244,-81,-1,65,-3
625,17,-243,-77,-1,64,-3
630,15,-245,-77,-2,62,-3
635,17,-246,-80,-2,58,-4
640,14,-245,-83,-4,57,-1
645,16,-246,-80,-6,53,-4
650,15,-245,-83,-9,51,-2
655,17,-247,-81,-13,48,-3
660,14,-246,-84,-17,48,-2
665,18,-248,-82,-22,47,-3
670,16,-248,-79,-25,47,-2
675,13,-247,-82,-25,47,-3
680,14,-247,-81,-23,48,-2
685,15,-251,-81,-20,51,-3
690,14,-248,-80,-17,53,-2
695,17,-245,-82,-14,54,-3
700,17,-247,-76,-10,54,-3
705,14,-244,-79,-8,56,-3
710,15,-246,-79,-7,58,-2
715,16,-246,-78,-6,57,-4
720,14,-247,-79,-5,59,-2
725,13,-244,-81,-5,60,-2
730,18,-246,-83,-4,60,-1
735,14,-244,-80,-7,59,-2
740,14,-243,-78,-10,58,-1
745,16,-245,-79,-14,58,-1
750,15,-247,-79,-16,56,-2
755,15,-246,-82,-19,56,-2
760,18,-248,-80,-20,55,-3
765,17,-249,-78,-21,56,-2
770,16,-247,-79,-19,56,-1
775,12,-245,-79,-19,55,-3
780,16,-245,-77,-17,56,-2
785,14,-247,-81,-16,52,-2
790,15,-245,-79,-15,53,-2
795,14,-243,-76,-13,52,-2
800,12,-245,-80,-13,50,-2
805,12,-242,-76,-10,50,-2
810,15,-244,-77,-8,48,-2
815,16,-248,-77,-8,51,-1
820,12,-244,-78,-6,52,-1
825,16,-246,-79,-7,53,0
830,17,-245,-76,-6,54,-1
835,10,-245,-76,-7,54,0
840,13,-244,-77,-9,54,0
845,15,-246,-80,-11,52,0
850,16,-246,-76,-11,53,-2
855,16,-245,-78,-12,54,-1
