timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,-6,-253,-37,1,55,-8
5,-1,-253,-37,0,56,-8
10,0,-255,-38,-5,57,-12
15,-1,-256,-38,-15,58,-14
20,0,-253,-37,-30,57,-15
25,1,-252,-45,-42,54,-14
30,-4,-253,-35,-49,50,-12
35,-3,-256,-37,-48,46,-5
40,-8,-251,-38,-42,44,2
45,-10,-249,-38,-34,41,8
50,-13,-254,-40,-29,39,13
55,-15,-250,-40,-26,39,17
60,-6,-261,-46,-26,42,22
65,-15,-245,-36,-29,44,26
70,-8,-264,-37,-33,46,31
75,-20,-251,-41,-40,47,35
80,-4,-251,-45,-44,48,36
85,-9,-250,-40,-50,45,38
90,-11,-254,-34,-55,36,38
95,-9,-254,-39,-58,30,39
100,-11,-256,-37,-57,23,38
105,-11,-256,-39,-51,19,37
110,-11,-255,-38,-43,18,34
115,-7,-257,-37,-37,19,32
120,-6,-252,-36,-35,22,31
125,-6,-273,-45,-37,23,30
130,-30,-249,-37,-39,26,28
135,-22,-250,-37,-43,27,28
140,-9,-254,-42,-46,23,29
145,-12,-250,-42,-51,21,32
150,-17,-251,-42,-57,16,32
155,-11,-246,-44,-65,13,35
160,-6,-261,-45,-71,9,37
165,-5,-251,-48,-79,7,37
170,-41,-256,-54,-83,5,36
175,-17,-259,-44,-87,5,36
180,-16,-256,-34,-89,4,34
185,-18,-257,-38,-90,2,31
190,-18,-254,-36,-90,0,26
195,-22,-253,-35,-88,-2,21
200,-18,-264,-42,-87,-4,19
205,-18,-254,-28,-84,-3,13
210,-22,-258,-36,-84,-1,7
215,-16,-258,-28,-79,-1,0
220,-15,-263,-32,-75,-1,-11
225,-22,-264,-24,-67,-2,-19
230,-17,-251,-14,-60,-2,-27
235,-26,-258,-24,-49,-1,-35
240,-17,-256,-28,-38,4,-41
245,-17,-251,-22,-27,10,-47
250,-21,-263,-8,-13,19,-52
255,-17,-252,-23,-2,31,-53
260,-10,-251,-20,5,44,-54
265,-8,-250,-21,7,56,-57
270,-5,-248,-23,5,67,-60
275,-10,-245,-21,2,77,-62
280,-8,-247,-22,-3,83,-66
285,-12,-247,-23,-10,86,-68
290,-17,-250,-29,-19,89,-68
295,-9,-252,-16,-28,90,-67
300,-15,-246,-23,-40,90,-66
305,-25,-252,-48,-53,88,-65
310,-24,-260,-34,-65,83,-62
315,-31,-258,-32,-76,76,-62
320,-30,-258,-31,-81,66,-62
325,-29,-257,-36,-82,54,-64
330,-36,-266,-32,-77,37,-68
335,-34,-257,-38,-69,17,-71
340,-35,-256,-38,-61,-5,-75
345,-33,-257,-36,-52,-28,-78
350,-37,-255,-40,-45,-51,-78
355,-40,-255,-42,-41,-69,-75
360,-33,-253,-44,-37,-87,-73
365,-32,-249,-44,-35,-100,-70
370,-26,-248,-49,-33,-114,-64
375,-24,-246,-37,-32,-125,-59
380,-24,-258,-51,-30,-129,-54
385,-25,-250,-41,-29,-134,-49
390,-22,-251,-46,-28,-137,-44
395,-16,-245,-43,-26,-136,-40
400,-16,-246,-55,-24,-133,-35
405,-17,-244,-49,-27,-127,-31
410,-10,-246,-46,-29,-120,-26
415,-12,-240,-49,-31,-111,-20
420,-9,-245,-51,-34,-103,-14
425,-7,-241,-51,-44,-92,-9
430,-12,-237,-63,-59,-81,-6
435,-1,-243,-48,-75,-70,-1
440,1,-239,-42,-94,-61,2
445,1,-239,-47,-112,-53,1
450,2,-237,-42,-125,-45,-2
455,-1,-246,-35,-129,-41,-6
460,2,-241,-40,-127,-33,-8
465,3,-244,-36,-122,-23,-13
470,4,-245,-32,-120,-14,-13
475,6,-247,-39,-130,-5,-13
480,5,-250,-43,-151,0,-13
485,4,-249,-43,-182,5,-13
490,7,-252,-48,-212,7,-11
495,8,-255,-44,-241,8,-7
500,10,-254,-43,-264,8,-6
505,14,-253,-48,-286,10,-2
510,8,-256,-43,-303,20,1
515,18,-253,-37,-316,32,1
520,23,-246,-39,-324,48,5
525,17,-249,-41,-330,62,7
530,18,-248,-34,-334,76,8
535,33,-253,-14,-332,84,9
540,29,-252,-29,-316,84,7
545,28,-261,-10,-289,78,5
550,26,-265,-8,-258,68,3
555,22,-268,-5,-230,54,3
560,21,-276,-5,-211,42,4
565,25,-274,-5,-202,28,6
