timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,8,-225,-104,21,-41,-42
5,10,-223,-110,21,-39,-41
10,7,-227,-106,22,-38,-40
15,10,-223,-106,25,-37,-39
20,7,-221,-107,24,-34,-40
25,8,-224,-116,27,-31,-39
30,7,-224,-108,27,-30,-39
35,9,-227,-107,29,-27,-37
40,11,-229,-109,30,-27,-36
45,12,-226,-106,30,-24,-36
50,8,-225,-108,30,-21,-35
55,5,-220,-111,28,-19,-33
60,6,-226,-111,28,-17,-31
65,7,-224,-108,27,-16,-30
70,8,-222,-113,28,-14,-29
75,14,-222,-107,28,-14,-28
80,8,-226,-106,27,-12,-27
85,9,-222,-110,29,-11,-25
90,9,-223,-106,30,-11,-26
95,10,-223,-108,31,-11,-26
100,7,-221,-110,35,-10,-25
105,12,-224,-110,37,-9,-25
110,10,-222,-114,41,-9,-23
115,7,-217,-112,43,-9,-23
120,7,-220,-110,43,-9,-23
125,9,-221,-106,44,-8,-24
130,14,-226,-104,45,-7,-22
135,5,-220,-107,46,-7,-23
140,8,-218,-110,45,-7,-22
145,7,-219,-110,47,-6,-25
150,7,-220,-111,48,-4,-22
155,5,-218,-108,46,-3,-20
160,7,-222,-107,46,-2,-20
165,7,-221,-106,45,-2,-18
170,6,-220,-110,43,-1,-16
175,5,-221,-109,42,-1,-15
180,6,-222,-109,42,1,-15
185,0,-221,-117,40,1,-15
190,10,-222,-110,38,1,-13
195,7,-223,-109,38,1,-13
200,6,-222,-105,38,0,-12
205,8,-220,-109,38,0,-11
210,5,-221,-110,38,-2,-11
215,7,-224,-110,40,-3,-9
220,10,-224,-112,41,-4,-10
225,6,-223,-107,44,-4,-11
230,4,-220,-109,45,-6,-11
235,3,-220,-113,45,-6,-9
240,1,-221,-111,47,-8,-10
245,5,-219,-109,48,-8,-9
250,5,-221,-107,49,-11,-8
255,4,-223,-109,49,-11,-9
260,5,-224,-110,50,-11,-9
265,7,-220,-106,50,-10,-11
270,3,-220,-106,49,-8,-11
275,4,-218,-108,49,-9,-13
280,3,-218,-107,48,-8,-12
285,5,-219,-106,46,-8,-14
290,10,-223,-105,43,-9,-15
295,7,-222,-106,40,-8,-15
300,6,-221,-105,36,-9,-14
305,7,-225,-109,34,-10,-16
