timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,3,-208,-96,54,468,-100
5,7,-205,-91,61,470,-99
10,8,-205,-88,64,467,-90
15,11,-203,-89,64,455,-79
20,10,-201,-83,58,439,-63
25,12,-201,-84,50,419,-46
30,15,-199,-78,37,399,-26
35,15,-198,-77,18,378,-6
40,15,-192,-73,2,360,13
45,15,-194,-69,-10,343,32
50,16,-196,-73,-18,329,48
55,14,-188,-69,-18,316,61
60,14,-191,-71,-13,306,73
65,12,-189,-67,-9,296,80
70,9,-188,-70,-8,284,91
75,8,-186,-68,-6,272,99
80,12,-190,-69,-4,265,105
85,8,-188,-77,-5,256,110
90,11,-193,-73,-8,247,112
95,8,-192,-69,-12,240,116
100,9,-195,-72,-16,234,119
105,12,-196,-72,-22,231,123
110,18,-199,-70,-27,228,125
115,18,-200,-67,-33,225,128
120,19,-208,-65,-41,222,130
125,17,-210,-65,-49,218,133
130,15,-203,-64,-56,214,135
135,23,-212,-60,-64,211,141
140,21,-217,-61,-72,205,148
145,19,-218,-55,-77,200,157
150,20,-222,-59,-78,194,167
155,18,-221,-50,-72,188,178
160,17,-227,-51,-62,178,186
165,17,-231,-44,-44,165,195
170,16,-235,-44,-17,150,202
175,16,-234,-38,17,136,209
180,13,-235,-35,58,121,214
185,9,-231,-31,104,107,221
190,8,-237,-33,147,91,228
195,10,-238,-35,187,75,233
200,8,-241,-32,222,58,242
205,1,-238,-30,246,32,251
210,-3,-243,-27,261,-2,263
215,-10,-250,-18,275,-45,280
220,-19,-252,-18,292,-90,302
225,-25,-253,-12,319,-133,324
230,-38,-256,-10,354,-168,348
235,-31,-258,-16,400,-193,367
240,-27,-245,-20,446,-184,394
245,-25,-249,-30,491,-153,423
250,-21,-246,-37,534,-101,455
255,-15,-236,-39,570,-32,480
260,-4,-226,-51,592,43,497
265,7,-223,-50,600,106,503
270,23,-221,-39,597,148,497
275,37,-226,-37,591,164,478
280,45,-229,-41,579,155,454
285,48,-243,-46,555,132,429
290,42,-250,-62,506,110,406
295,34,-260,-80,426,96,387
300,30,-265,-109,311,97,368
305,33,-280,-136,168,132,343
310,41,-294,-173,4,213,311
315,48,-306,-198,-159,329,271
320,61,-317,-220,-300,465,219
325,70,-318,-232,-397,612,162
330,87,-329,-224,-435,763,105
335,94,-349,-198,-393,905,53
340,88,-358,-179,-265,1022,14
345,78,-375,-147,-84,1099,-11
350,67,-382,-144,102,1120,-23
355,50,-383,-133,259,1086,-30
360,27,-382,-128,372,1009,-27
365,9,-375,-125,445,902,-20
370,-8,-356,-117,501,782,-9
375,-24,-342,-114,555,648,4
380,-45,-318,-120,615,520,21
385,-66,-291,-132,670,396,34
390,-71,-254,-148,701,278,42
395,-83,-224,-159,697,174,47
400,-90,-208,-172,664,86,52
405,-86,-183,-174,605,19,55
410,-80,-171,-175,532,-29,60
415,-68,-164,-173,447,-56,66
420,-57,-162,-163,360,-62,77
425,-43,-167,-158,276,-46,84
430,-24,-177,-151,198,-9,87
435,-5,-186,-142,135,42,90
440,7,-197,-140,84,109,87
445,16,-206,-136,46,181,83
450,28,-212,-134,23,255,80
455,30,-219,-133,14,325,79
460,34,-226,-125,26,384,83
465,35,-230,-123,49,433,90
470,34,-231,-116,83,470,103
475,35,-233,-122,127,503,122
480,34,-237,-116,183,526,148
485,35,-233,-111,241,546,173
490,31,-237,-111,295,560,200
495,28,-235,-101,338,568,225
500,25,-231,-99,368,573,248
505,21,-227,-104,382,574,266
510,13,-230,-96,379,577,279
515,14,-222,-95,360,580,288
520,9,-213,-97,332,583,294
525,8,-209,-97,298,587,298
530,10,-201,-98,263,589,302
535,3,-193,-95,232,590,307
540,3,-187,-102,206,591,314
545,2,-181,-99,182,593,319
550,1,-176,-94,161,599,324
555,2,-170,-100,142,612,327
560,3,-169,-101,125,631,327
565,6,-164,-98,112,656,325
570,4,-163,-91,99,683,322
575,6,-163,-89,88,714,318
580,4,-162,-86,81,744,314
585,4,-167,-81,77,774,309
590,3,-167,-80,75,800,306
595,2,-171,-85,70,820,300
600,3,-172,-80,61,834,298
605,0,-173,-86,48,841,293
610,-2,-178,-87,26,843,289
615,-10,-177,-81,-3,837,287
620,-16,-184,-83,-29,828,290
625,-20,-186,-84,-50,820,294
630,-25,-189,-80,-69,811,299
635,-29,-191,-79,-83,801,305
640,-32,-193,-82,-100,788,308
645,-37,-198,-80,-116,776,308
650,-36,-202,-77,-133,763,308
655,-40,-206,-72,-150,749,304
660,-37,-207,-76,-165,736,295
665,-35,-212,-69,-180,724,287
670,-34,-214,-69,-191,715,274
675,-34,-216,-58,-200,709,261
680,-32,-223,-67,-203,704,245
685,-28,-223,-64,-202,702,228
690,-22,-226,-62,-196,702,213
695,-22,-229,-61,-187,703,196
700,-18,-230,-55,-177,706,180
705,-17,-230,-59,-167,711,166
710,-16,-233,-54,-155,715,153
715,-16,-235,-55,-143,716,141
720,-15,-227,-56,-130,714,129
725,-11,-232,-53,-117,706,119
730,-13,-231,-62,-105,693,110
735,-19,-224,-60,-94,678,104
740,-15,-222,-63,-90,661,100
745,-14,-221,-62,-90,644,97
750,-18,-217,-63,-89,631,94
755,-19,-222,-59,-91,617,96
760,-18,-220,-60,-102,606,97
765,-17,-221,-60,-116,596,99
770,-18,-227,-56,-129,588,104
775,-19,-228,-57,-139,582,108
780,-5,-235,-54,-150,577,111
785,-9,-238,-48,-157,574,117
790,-8,-244,-50,-157,572,122
795,-1,-252,-48,-156,567,128
800,-3,-253,-48,-147,563,133
805,-2,-256,-43,-135,561,136
810,2,-256,-44,-114,557,139
815,2,-259,-45,-90,555,141
820,2,-260,-44,-65,552,144
825,0,-262,-45,-37,547,148
830,-1,-264,-43,-6,543,152
835,-10,-262,-44,30,534,157
840,-16,-262,-43,67,519,166
845,-17,-258,-45,104,499,180
850,-26,-259,-52,139,472,192
855,-32,-260,-57,165,441,210
860,-42,-255,-57,185,418,229
865,-45,-256,-52,203,413,248
870,-43,-257,-40,223,438,261
875,-37,-257,-31,245,493,268
880,-25,-263,-25,267,574,264
885,-16,-261,-15,291,666,255
890,-3,-268,-15,312,758,245
895,9,-270,-16,322,841,235
900,20,-271,-30,310,907,226
905,30,-271,-46,271,952,223
910,39,-274,-72,196,976,224
915,45,-283,-97,92,974,230
920,47,-291,-119,-33,941,238
925,47,-293,-131,-157,872,251
930,51,-300,-145,-260,776,268
935,45,-307,-147,-330,670,291
940,29,-312,-143,-354,576,329
945,17,-325,-124,-323,507,369
950,6,-327,-106,-237,464,408
955,-3,-333,-91,-109,442,442
960,0,-342,-93,35,439,468
965,2,-337,-100,162,455,490
970,3,-330,-117,256,483,505
975,0,-317,-132,320,518,501
980,-4,-300,-143,358,565,490
985,-8,-279,-152,396,634,480
990,-13,-258,-162,416,725,468
995,-17,-247,-175,419,822,452
1000,-13,-217,-180,399,909,433
1005,-11,-197,-196,365,995,420
1010,-2,-179,-198,322,1092,413
1015,6,-161,-193,275,1192,411
1020,19,-148,-189,230,1290,407
1025,36,-141,-173,195,1377,399
1030,47,-144,-158,166,1446,385
1035,48,-148,-157,135,1486,372
1040,57,-157,-148,100,1492,363
1045,68,-164,-142,53,1464,356
1050,87,-173,-141,3,1409,355
1055,83,-189,-130,-48,1339,359
1060,79,-201,-129,-96,1266,365
1065,70,-216,-124,-134,1200,367
1070,66,-228,-127,-161,1150,369
1075,57,-235,-128,-175,1116,370
1080,43,-239,-124,-183,1097,370
1085,29,-241,-123,-187,1088,368
1090,16,-237,-126,-191,1087,371
1095,7,-237,-126,-197,1087,370
1100,-1,-237,-129,-208,1090,363
1105,-11,-240,-130,-220,1094,354
1110,-9,-232,-132,-229,1094,336
1115,-13,-230,-129,-235,1096,315
1120,-15,-228,-127,-225,1100,288
1125,-13,-227,-120,-200,1106,258
1130,-10,-224,-117,-162,1113,226
1135,-6,-221,-118,-115,1122,192
1140,-1,-215,-111,-73,1137,162
1145,1,-213,-113,-37,1153,140
1150,2,-212,-108,-9,1171,125
1155,3,-208,-100,8,1185,117
1160,9,-212,-105,9,1191,114
1165,4,-203,-89,1,1188,118
1170,5,-202,-86,-3,1179,128
1175,11,-200,-82,-7,1164,137
1180,13,-198,-81,-13,1142,150
1185,15,-192,-80,-22,1117,161
1190,17,-189,-77,-28,1088,173
1195,16,-190,-76,-31,1054,183
1200,15,-181,-70,-33,1018,194
1205,16,-181,-69,-29,982,206
1210,15,-181,-71,-26,944,214
1215,12,-179,-75,-22,907,220
1220,9,-175,-67,-17,866,225
1225,10,-172,-71,-10,828,223
1230,9,-174,-67,-5,797,222
1235,6,-172,-64,-3,765,221
1240,1,-173,-62,-3,731,213
1245,1,-176,-64,-4,700,204
1250,0,-177,-62,-11,671,194
1255,2,-183,-66,-21,647,182
1260,1,-184,-63,-38,626,172
1265,6,-181,-64,-53,610,161
1270,0,-188,-68,-72,595,154
1275,2,-190,-63,-91,580,149
1280,8,-196,-55,-108,562,145
1285,5,-197,-58,-126,542,146
1290,8,-203,-56,-138,519,152
1295,10,-209,-52,-146,493,160
1300,9,-213,-52,-151,464,171
1305,10,-218,-53,-151,434,179
1310,11,-221,-51,-146,403,189
1315,7,-226,-47,-134,369,196
1320,3,-231,-42,-115,333,202
1325,2,-236,-45,-92,298,208
