timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,27,-261,-52,-38,15,-12
5,23,-261,-53,-34,15,-12
10,22,-263,-56,-32,12,-12
15,23,-262,-50,-32,12,-13
20,23,-262,-56,-32,12,-14
25,21,-262,-54,-32,12,-15
30,23,-264,-53,-34,12,-15
35,24,-261,-55,-35,13,-14
40,22,-261,-49,-36,13,-14
45,23,-262,-51,-37,16,-15
50,25,-258,-51,-39,19,-15
55,24,-264,-50,-40,19,-15
60,24,-261,-51,-40,19,-15
65,22,-264,-51,-41,20,-16
70,23,-265,-52,-39,21,-17
75,25,-260,-46,-39,21,-16
80,23,-262,-48,-40,19,-15
85,24,-262,-53,-41,21,-14
90,23,-262,-53,-42,19,-13
95,22,-261,-53,-43,18,-12
100,23,-264,-54,-44,18,-10
105,23,-259,-55,-41,20,-10
110,22,-261,-54,-40,18,-8
115,25,-260,-54,-39,19,-6
120,22,-261,-51,-39,21,-5
125,27,-264,-51,-42,20,-4
130,24,-259,-54,-45,22,-3
135,24,-261,-51,-47,23,-3
140,22,-258,-50,-48,23,-2
145,24,-261,-53,-50,23,-1
150,23,-264,-53,-52,21,-1
155,21,-258,-47,-53,19,-1
160,23,-260,-55,-55,19,-4
165,25,-262,-45,-56,19,-4
170,23,-258,-52,-56,19,-6
175,23,-262,-52,-52,21,-6
180,26,-263,-53,-51,21,-8
185,23,-262,-54,-49,23,-9
190,24,-262,-52,-48,24,-10
195,27,-262,-55,-46,23,-11
200,23,-262,-54,-46,24,-12
205,28,-263,-54,-45,23,-12
210,25,-261,-53,-47,20,-12
215,24,-262,-54,-47,19,-11
220,21,-260,-55,-48,18,-13
225,23,-261,-58,-48,18,-13
230,22,-261,-52,-47,17,-12
235,21,-262,-55,-47,18,-13
240,24,-259,-58,-46,20,-12
245,23,-260,-53,-47,19,-13
250,23,-260,-53,-46,17,-12
255,21,-261,-51,-47,18,-13
260,23,-262,-54,-48,18,-12
265,23,-259,-54,-49,17,-14
270,24,-259,-54,-48,17,-16
275,27,-264,-51,-47,16,-15
280,22,-265,-58,-45,16,-15
285,23,-261,-50,-46,17,-15
290,21,-266,-54,-44,17,-15
295,22,-260,-55,-44,15,-15
300,23,-261,-52,-45,15,-14
305,22,-261,-53,-44,18,-14
310,20,-260,-56,-46,19,-13
315,24,-259,-54,-45,21,-13
320,24,-264,-54,-47,23,-14
325,24,-263,-51,-46,24,-14
330,25,-264,-52,-46,25,-15
335,24,-262,-54,-46,27,-15
340,24,-263,-51,-45,29,-14
345,24,-263,-55,-46,30,-15
350,23,-261,-52,-45,32,-14
355,25,-264,-50,-47,33,-16
360,23,-261,-51,-46,33,-16
365,21,-259,-50,-44,31,-17
370,24,-261,-49,-42,29,-18
375,26,-262,-53,-39,25,-19
380,24,-263,-52,-38,20,-18
385,22,-260,-50,-37,15,-21
390,27,-263,-55,-39,11,-20
395,24,-262,-52,-39,8,-21
400,26,-261,-55,-39,6,-20
405,24,-259,-49,-39,5,-21
410,25,-261,-52,-40,5,-22
415,24,-261,-50,-40,7,-22
420,24,-259,-56,-43,9,-21
425,24,-258,-52,-44,11,-22
430,22,-260,-57,-45,14,-19
435,24,-260,-55,-46,17,-19
440,24,-259,-53,-44,20,-18
445,26,-259,-53,-42,22,-19
450,25,-263,-56,-43,24,-18
455,27,-263,-51,-41,25,-19
460,25,-263,-50,-41,24,-19
465,26,-261,-53,-40,24,-19
470,27,-264,-54,-42,24,-19
475,25,-261,-55,-42,23,-20
480,28,-265,-53,-43,19,-20
485,26,-262,-52,-43,17,-20
490,25,-266,-50,-42,15,-21
495,27,-263,-50,-41,14,-21
500,27,-262,-55,-40,14,-22
505,26,-265,-54,-38,15,-24
510,27,-262,-51,-39,16,-23
515,26,-263,-53,-41,19,-24
520,25,-260,-52,-40,20,-23
525,24,-261,-53,-40,21,-20
530,25,-261,-52,-38,22,-21
535,26,-263,-55,-37,21,-17
540,24,-262,-54,-38,19,-13
545,24,-259,-51,-37,19,-12
550,24,-261,-52,-36,18,-11
555,26,-260,-47,-36,17,-10
560,27,-258,-51,-36,18,-8
565,25,-259,-51,-36,17,-6
570,25,-261,-49,-33,18,-6
575,26,-262,-52,-31,18,-5
580,23,-259,-50,-30,19,-5
585,27,-260,-52,-29,19,-4
590,25,-260,-56,-29,20,-4
595,29,-261,-54,-29,23,-4
600,22,-261,-53,-33,25,-5
605,25,-259,-53,-34,26,-5
610,23,-262,-51,-35,26,-5
615,23,-261,-52,-35,27,-6
620,27,-264,-51,-36,28,-7
625,24,-262,-52,-37,29,-10
630,25,-262,-52,-38,28,-12
635,22,-264,-55,-39,30,-12
640,24,-261,-51,-37,30,-14
645,22,-263,-51,-37,32,-15
650,25,-261,-51,-35,32,-16
655,23,-259,-55,-35,32,-16
660,24,-260,-55,-36,34,-17
665,24,-260,-53,-38,33,-16
670,23,-266,-50,-39,32,-15
675,26,-260,-55,-38,33,-14
680,27,-264,-51,-38,33,-13
685,27,-261,-53,-37,34,-12
690,27,-264,-52,-37,33,-10
695,27,-263,-50,-33,34,-9
700,26,-262,-50,-29,33,-8
705,24,-263,-50,-27,32,-7
710,29,-263,-55,-24,31,-6
715,26,-260,-57,-21,29,-6
720,29,-262,-56,-21,27,-7
725,24,-265,-47,-21,24,-6
730,26,-264,-50,-23,24,-7
735,25,-261,-53,-24,22,-7
740,26,-262,-53,-24,19,-9
745,25,-263,-52,-23,19,-12
750,27,-261,-49,-21,19,-12
755,22,-262,-50,-22,20,-12
760,23,-260,-51,-22,20,-13
765,23,-263,-51,-23,21,-14
