timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,-2,-245,-85,-16,58,-8
5,-3,-246,-86,-11,57,-7
10,1,-246,-83,-8,56,-7
15,-1,-245,-82,-3,54,-5
20,-1,-249,-79,0,52,-7
25,0,-247,-80,5,52,-6
30,-1,-248,-84,8,54,-6
35,1,-247,-81,13,56,-3
40,-1,-247,-83,16,58,-3
45,0,-248,-84,21,58,-1
50,-2,-245,-84,23,61,-2
55,4,-249,-84,24,59,0
60,0,-247,-84,25,59,-1
65,-5,-246,-82,27,60,4
70,-1,-245,-83,26,60,3
75,-2,-242,-83,28,61,3
80,0,-246,-82,28,62,3
85,-2,-246,-81,27,64,4
90,-5,-244,-79,25,64,1
95,-3,-243,-82,20,63,-1
100,0,-246,-83,13,63,-3
105,-5,-245,-82,5,61,-3
110,-4,-245,-80,-2,59,-6
115,-2,-248,-83,-7,58,-6
120,-5,-247,-79,-7,59,-6
125,-2,-247,-81,-8,61,-4
130,-2,-248,-84,-3,63,-5
135,-1,-249,-87,3,61,-3
140,-2,-248,-81,12,62,0
145,-1,-247,-81,20,62,2
150,-1,-245,-80,27,64,2
155,-4,-246,-81,33,64,4
160,0,-246,-79,34,66,2
165,-2,-246,-83,35,66,4
170,-1,-249,-83,34,67,3
175,-1,-243,-83,30,66,2
180,-2,-244,-82,24,64,1
185,-1,-245,-83,20,61,-1
190,1,-245,-80,17,61,-2
195,0,-245,-79,16,61,-3
200,-1,-243,-81,18,60,-4
205,-1,-244,-81,18,58,-3
210,-2,-243,-77,18,56,-2
215,0,-245,-79,14,55,-1
220,-3,-241,-81,11,55,1
225,1,-246,-82,6,55,1
230,-2,-241,-81,3,55,1
235,0,-243,-82,-2,57,0
240,-1,-244,-83,-8,59,1
245,-5,-243,-84,-13,61,-1
250,-3,-247,-84,-15,62,0
255,-3,-245,-82,-19,63,-2
260,-3,-246,-77,-19,62,-4
265,-2,-246,-84,-20,61,-6
270,-2,-247,-83,-19,62,-6
275,-2,-247,-77,-18,63,-7
280,0,-248,-79,-13,62,-5
285,-1,-248,-80,-8,63,-5
290,4,-248,-81,0,64,-4
295,-1,-248,-79,6,61,-4
300,-1,-247,-81,13,61,-3
305,-3,-247,-82,16,62,-3
310,-3,-246,-77,18,62,-3
315,-4,-246,-80,17,63,-4
320,2,-245,-80,15,63,-2
325,0,-246,-80,12,61,-3
330,-2,-245,-78,7,61,0
335,-1,-245,-83,3,61,0
340,-1,-244,-78,2,58,1
345,0,-246,-82,-1,55,0
350,-4,-243,-80,-3,54,3
355,-3,-247,-78,-4,53,1
360,-1,-243,-80,-7,51,3
365,1,-246,-80,-7,49,0
370,-4,-246,-79,-8,50,3
375,-3,-247,-76,-8,50,-1
380,-1,-246,-82,-9,51,0
385,-3,-242,-77,-9,49,-3
390,-3,-245,-82,-12,47,-2
395,-1,-248,-86,-13,48,-6
400,-2,-244,-83,-16,47,-4
405,-1,-244,-79,-19,48,-8
410,-1,-244,-83,-23,49,-5
415,-2,-247,-84,-24,49,-7
420,-1,-248,-84,-27,50,-3
425,-2,-247,-79,-24,50,-3
430,0,-246,-78,-22,51,0
435,-3,-246,-81,-15,51,1
440,-3,-249,-80,-11,50,3
445,-4,-248,-83,-6,50,1
450,-2,-249,-81,-3,50,3
455,-2,-247,-80,-3,47,0
460,1,-248,-78,-3,45,3
465,-3,-248,-76,-5,44,-1
470,-1,-249,-76,-7,44,0
475,-1,-248,-84,-8,43,-3
480,-2,-248,-82,-8,43,-1
485,-3,-248,-79,-5,45,-3
490,-2,-247,-76,-1,48,-1
495,-1,-249,-81,0,51,-4
500,-3,-245,-78,1,52,1
505,0,-247,-76,3,52,-1
510,-1,-250,-81,3,53,2
515,0,-249,-79,4,50,-2
520,-1,-242,-77,2,49,0
525,-2,-242,-82,1,48,-2
530,1,-248,-81,0,48,1
535,-4,-243,-79,-3,48,-2
540,-2,-245,-77,-6,49,0
545,-1,-246,-76,-7,50,-2
550,-1,-246,-79,-9,49,0
555,-1,-244,-80,-10,50,-2
560,-2,-244,-81,-11,50,0
565,-1,-245,-79,-10,50,-2
570,0,-247,-79,-10,51,0
575,-3,-243,-79,-9,52,0
580,0,-245,-79,-8,51,2
585,0,-246,-81,-7,50,0
590,-1,-247,-81,-5,49,3
595,-4,-245,-77,-4,48,-1
600,-4,-245,-81,-4,46,3
605,-1,-249,-83,-5,47,1
610,-3,-246,-81,-5,49,1
615,-1,-248,-84,-4,52,0
620,1,-247,-80,-5,54,3
625,-1,-245,-77,-4,55,-1
