timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,-8,-256,-6,-1,42,-7
5,-12,-254,-5,1,44,-10
10,-10,-256,-9,0,46,-11
15,-13,-255,-5,-1,46,-11
20,-11,-256,-3,-2,49,-12
25,-8,-259,-11,-4,52,-12
30,-11,-257,-4,-4,56,-12
35,-12,-258,-5,-6,60,-12
40,-14,-255,-7,-7,65,-11
45,-14,-258,1,-8,67,-9
50,-11,-258,-5,-8,70,-7
55,-14,-258,-5,-7,71,-7
60,-15,-258,-5,-7,71,-5
65,-14,-261,-4,-5,72,-5
70,-16,-257,-6,-5,74,-4
75,-13,-258,-4,-3,73,-3
80,-13,-256,-2,-3,73,-2
85,-14,-258,-6,-5,72,-1
90,-2,-257,-14,-6,72,-3
95,-13,-258,-3,-6,71,-3
100,-14,-260,-4,-3,70,-1
105,-13,-258,-3,-1,68,-2
110,-12,-255,-4,1,66,0
115,-13,-258,-6,2,66,2
120,-12,-253,-5,0,65,2
125,-13,-255,-9,-3,64,3
130,-14,-256,-2,-8,63,2
135,-14,-252,-4,-14,63,1
140,-12,-253,-3,-20,63,0
145,-14,-254,-3,-23,63,-2
150,-13,-256,-4,-25,62,-4
155,-14,-254,-3,-25,61,-6
160,-15,-254,-3,-22,63,-5
165,-15,-256,-1,-18,64,-6
170,-12,-257,-6,-13,65,-9
175,-14,-257,-3,-6,66,-9
180,-17,-253,-2,0,68,-8
185,-14,-257,-3,3,71,-6
190,-15,-257,-3,6,72,-7
195,-14,-260,-9,5,73,-4
200,-11,-258,-6,2,73,-3
205,-16,-254,-6,-1,73,-3
210,-14,-260,-6,-5,72,-3
215,-14,-259,-6,-6,71,-2
220,-15,-256,-8,-6,71,-2
225,-13,-257,-3,-5,71,-1
230,-13,-257,-3,-1,71,-2
235,-11,-254,-7,4,72,-4
240,-6,-256,-5,9,70,-4
245,-12,-254,-8,15,71,-6
250,-14,-253,-6,21,69,-8
255,-14,-255,-7,27,70,-10
260,-15,-255,-3,34,70,-12
265,-14,-254,-6,37,71,-14
270,-16,-257,-7,39,69,-13
275,-15,-256,-6,39,69,-13
280,-15,-256,-5,38,69,-13
285,-15,-258,-3,35,70,-10
290,-14,-256,-8,34,68,-9
295,-9,-258,-5,30,67,-8
300,-13,-258,-7,29,67,-7
305,-13,-259,-6,31,64,-5
310,-14,-256,-6,33,63,-4
315,-16,-254,-7,36,64,-3
320,-14,-257,-1,37,62,-4
325,-15,-253,-7,37,62,-5
330,-12,-255,-5,36,63,-5
335,-13,-255,-2,37,61,-5
340,-16,-253,-3,35,62,-7
345,-14,-254,-8,31,62,-6
350,-13,-254,-1,28,65,-6
355,-15,-252,-6,28,66,-7
360,-12,-254,-5,27,66,-5
365,-13,-257,-5,28,66,-7
370,-12,-254,-6,29,65,-6
375,-12,-257,-4,28,64,-5
380,-14,-257,-3,28,65,-5
385,-12,-255,-5,26,64,-5
390,-15,-255,-2,23,63,-6
395,-13,-255,0,20,63,-6
400,-15,-255,-1,17,63,-6
405,-15,-256,-2,13,63,-8
410,-15,-257,-3,11,64,-7
415,-14,-257,0,11,64,-6
420,-16,-255,1,13,65,-7
425,-16,-255,-4,17,64,-6
430,-12,-256,-4,22,64,-7
435,-15,-254,-1,29,62,-6
440,-16,-256,-3,33,63,-8
445,-15,-256,-3,37,65,-8
450,-15,-254,0,40,63,-9
455,-13,-255,-2,41,64,-9
460,-15,-256,-1,42,65,-9
465,-10,-257,-1,44,65,-11
470,-14,-257,0,44,66,-11
475,-13,-257,1,44,66,-10
480,-13,-257,-1,43,66,-10
485,-14,-255,2,42,67,-11
490,-17,-256,-2,41,66,-11
495,-10,-258,1,39,67,-11
500,-13,-259,1,38,66,-10
505,-10,-253,-2,38,65,-10
510,-9,-252,1,37,64,-11
515,-16,-254,4,37,63,-10
520,-16,-255,-4,37,64,-11
525,-14,-254,-2,36,65,-12
530,-14,-255,-2,36,65,-11
535,-9,-253,3,36,66,-11
540,-12,-253,1,36,66,-12
545,-17,-255,2,33,64,-14
550,-13,-253,-1,34,67,-14
555,-13,-256,0,38,68,-12
560,-16,-257,4,40,68,-13
565,-12,-259,3,40,67,-13
570,-11,-255,1,37,67,-12
575,-12,-257,2,37,68,-14
580,-13,-258,-1,34,68,-14
585,-12,-256,2,33,68,-13
590,-12,-256,4,31,68,-12
595,-11,-256,2,31,68,-14
600,-10,-258,2,31,68,-13
605,-13,-255,2,33,68,-14
610,-11,-257,0,35,68,-14
615,-12,-257,1,37,66,-13
620,-13,-255,2,38,68,-12
625,-12,-256,1,39,68,-11
630,-11,-257,-1,39,67,-11
635,-10,-256,0,39,67,-11
640,-12,-256,3,39,67,-11
645,-14,-255,4,38,67,-11
650,-12,-256,2,38,67,-11
655,-12,-256,0,39,66,-12
660,-12,-257,0,38,65,-10
665,-12,-257,2,38,64,-10
670,-12,-257,1,37,64,-10
675,-11,-257,5,36,63,-9
680,-12,-256,3,34,64,-9
685,-13,-259,6,32,63,-7
690,-12,-255,0,30,63,-7
695,-14,-256,4,30,63,-8
700,-11,-254,3,30,63,-9
705,-12,-254,2,31,62,-9
710,-10,-255,2,31,62,-10
715,-9,-257,2,30,62,-9
720,-11,-257,-1,32,62,-9
725,-13,-255,4,31,61,-10
730,-12,-254,3,32,62,-10
735,-11,-255,0,30,61,-10
740,-10,-253,2,27,62,-11
745,-13,-251,5,26,63,-9
750,-12,-253,3,25,62,-9
755,-9,-253,2,23,62,-8
760,-8,-258,3,20,61,-7
765,-14,-256,7,19,62,-7
770,-12,-254,5,18,63,-5
775,-11,-255,5,15,64,-2
780,-16,-254,2,12,63,-2
785,-9,-255,2,11,63,-1
790,-11,-255,4,11,62,-1
795,-12,-257,7,10,62,0
800,-12,-258,2,10,60,-3
805,-13,-257,4,10,61,-2
810,-13,-253,3,11,62,-2
815,-12,-257,3,11,65,-4
820,-11,-258,2,12,67,-3
825,-13,-257,4,13,67,-3
830,-12,-256,2,13,69,-3
835,-10,-252,9,13,68,-1
840,-13,-254,3,11,68,1
845,-13,-253,8,8,66,1
850,-13,-255,5,6,66,-1
855,-13,-255,0,3,65,-1
860,-13,-255,-3,1,65,-3
865,-12,-254,3,-1,64,-6
870,-11,-253,3,-2,64,-7
875,-13,-256,4,-1,66,-8
880,-9,-257,3,-2,68,-8
885,-12,-254,1,-2,69,-6
890,-13,-254,5,0,73,-5
895,-14,-255,3,2,74,-5
900,-11,-258,5,3,74,-3
905,-12,-256,4,1,73,-2
910,-13,-257,4,-2,72,-1
915,-12,-259,4,-7,70,0
920,-13,-258,5,-12,70,1
925,-13,-261,4,-16,73,0
930,-14,-255,5,-18,70,2
935,-15,-255,5,-19,71,1
940,-12,-256,7,-19,71,-1
945,-15,-258,11,-18,70,1
950,-11,-255,3,-16,71,0
955,-13,-251,3,-14,72,0
960,-12,-254,2,-11,73,-3
965,-13,-255,6,-9,73,-4
970,-10,-254,5,-6,74,-3
975,-11,-255,6,-5,73,-6
980,-14,-256,-1,-3,74,-5
985,-13,-254,6,-4,74,-5
990,-11,-256,7,-7,73,-5
995,-14,-256,2,-12,72,-4
1000,-14,-256,7,-15,72,-3
1005,-14,-255,7,-18,72,-1
1010,-13,-256,5,-19,71,-2
1015,-15,-253,4,-19,70,0
1020,-13,-255,5,-19,69,-1
1025,-12,-255,6,-17,66,-1
1030,-14,-253,5,-16,66,-1
1035,-11,-254,6,-18,66,-1
1040,-11,-256,5,-19,68,-1
1045,-14,-251,2,-22,69,-1
1050,-5,-257,-1,-24,70,-1
1055,-12,-254,6,-27,70,-2
1060,-11,-255,1,-31,72,0
1065,-13,-255,4,-34,73,-1
1070,-13,-252,5,-36,74,0
1075,-14,-255,6,-39,75,1
1080,-13,-254,3,-42,75,1
1085,-10,-257,3,-43,75,2
1090,-12,-255,3,-46,74,4
