timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,-6,-232,-85,49,9,-16
5,-10,-231,-86,50,8,-17
10,-8,-232,-92,55,5,-17
15,-11,-228,-90,58,4,-17
20,-9,-230,-85,62,3,-18
25,-11,-234,-95,67,3,-17
30,-9,-232,-92,67,4,-17
35,-6,-230,-90,66,5,-17
40,-7,-232,-91,62,7,-15
45,-9,-229,-88,59,8,-15
50,-9,-226,-86,55,9,-13
55,-6,-231,-84,50,10,-12
60,-4,-233,-86,45,11,-12
65,-10,-232,-88,44,10,-13
70,-6,-228,-90,42,10,-13
75,-6,-229,-88,40,10,-12
80,-8,-232,-92,40,11,-12
85,-7,-233,-90,41,11,-12
90,-7,-233,-89,42,14,-13
95,-7,-234,-90,43,15,-12
100,-7,-235,-90,45,16,-13
105,-10,-233,-86,47,17,-12
110,-9,-232,-81,48,18,-13
115,-6,-231,-88,50,19,-12
120,-9,-230,-87,52,19,-11
125,-9,-230,-89,50,19,-11
130,-8,-221,-89,52,20,-11
135,-10,-229,-88,51,19,-14
140,-7,-231,-89,52,20,-13
145,-7,-231,-89,50,20,-12
150,-9,-231,-93,47,19,-12
155,-6,-231,-92,45,19,-12
160,-9,-230,-89,43,20,-10
165,-10,-232,-87,43,20,-11
170,-9,-231,-87,46,20,-10
175,-12,-233,-85,49,18,-10
180,-7,-233,-94,55,18,-10
185,-10,-236,-91,61,17,-9
190,-6,-235,-86,68,18,-8
195,-9,-233,-87,73,18,-7
200,-7,-232,-92,79,21,-10
205,-4,-233,-88,83,20,-11
210,-9,-232,-85,86,21,-11
215,-6,-232,-89,88,20,-11
220,-9,-230,-88,88,20,-11
225,-5,-233,-92,87,19,-11
230,-4,-231,-85,86,20,-12
235,-9,-223,-91,83,19,-12
240,-10,-223,-89,79,19,-12
245,-9,-228,-89,74,17,-12
250,-6,-228,-93,68,15,-12
255,-9,-229,-87,61,14,-11
260,-7,-231,-87,55,13,-10
265,-10,-232,-90,51,11,-10
270,-8,-230,-88,51,9,-11
275,-5,-234,-84,53,8,-12
280,-7,-236,-85,57,7,-12
285,-5,-234,-89,62,9,-11
290,-9,-234,-90,69,8,-12
295,-7,-231,-84,76,7,-12
300,-9,-234,-91,81,9,-11
305,-8,-232,-88,85,10,-12
310,-8,-231,-88,87,11,-12
315,-3,-231,-88,86,11,-12
320,-4,-230,-87,84,12,-12
325,-7,-228,-87,82,13,-11
330,-7,-232,-87,77,14,-11
335,-3,-229,-89,70,13,-7
340,-5,-231,-87,61,13,-9
345,-7,-227,-88,52,13,-6
350,-13,-227,-83,45,12,-8
355,-7,-228,-88,37,11,-9
360,-4,-231,-84,30,8,-9
365,-9,-232,-88,25,5,-9
370,-10,-228,-85,20,3,-10
375,-7,-233,-85,19,1,-11
380,-9,-233,-89,18,0,-11
385,-8,-232,-83,18,1,-12
390,-6,-235,-88,19,0,-13
395,-7,-230,-87,20,1,-12
400,-10,-231,-87,25,2,-14
405,-8,-227,-87,26,2,-12
410,-8,-233,-89,28,2,-12
415,-6,-232,-90,28,1,-12
420,-7,-234,-85,27,1,-11
425,-10,-232,-88,27,-2,-12
430,-7,-232,-84,26,-3,-11
435,-8,-233,-87,25,-4,-11
440,-9,-232,-88,27,-6,-12
445,-8,-239,-84,31,-8,-12
450,-6,-233,-87,39,-6,-12
455,-11,-233,-86,47,-4,-14
460,-4,-240,-86,55,-2,-14
465,-6,-229,-91,60,-1,-15
470,-7,-229,-90,62,3,-14
475,-8,-228,-87,59,5,-15
480,-8,-232,-90,56,6,-15
485,-5,-230,-89,54,7,-15
490,-6,-233,-90,54,6,-16
495,-7,-232,-86,55,5,-17
500,-7,-232,-94,58,5,-16
505,-4,-231,-89,61,4,-16
510,-3,-238,-87,67,4,-16
515,-3,-237,-80,69,3,-17
520,-7,-232,-91,71,3,-18
525,-7,-233,-89,70,3,-17
530,-7,-232,-87,67,4,-17
535,-5,-233,-89,66,6,-18
540,-6,-231,-90,64,7,-17
545,-7,-233,-88,64,9,-15
550,-5,-230,-83,65,10,-15
555,-6,-232,-87,66,12,-13
560,-8,-228,-85,67,14,-13
565,-9,-230,-90,65,16,-13
570,-6,-231,-85,61,17,-12
575,-3,-233,-88,59,15,-10
580,-7,-231,-86,57,15,-11
585,-5,-231,-90,57,13,-13
590,-9,-228,-82,56,13,-14
595,-6,-231,-88,55,11,-16
600,-8,-228,-89,52,10,-16
605,-10,-231,-85,49,10,-15
610,-6,-233,-83,46,10,-16
615,-9,-232,-87,46,8,-16
620,-13,-236,-89,48,7,-17
625,-5,-230,-87,48,6,-17
630,-4,-231,-91,47,7,-17
635,-5,-228,-94,45,7,-16
640,-7,-225,-92,41,9,-15
645,-6,-229,-91,35,11,-15
650,-6,-233,-92,29,13,-12
655,-5,-230,-85,24,14,-11
660,-5,-234,-87,23,13,-10
665,-3,-233,-88,23,13,-9
670,-11,-231,-91,23,13,-10
675,-10,-238,-89,23,11,-10
680,-8,-232,-87,23,10,-11
685,-7,-232,-90,23,10,-10
690,-9,-232,-91,21,10,-12
695,-6,-230,-89,20,11,-11
700,-7,-230,-88,20,11,-10
705,-5,-235,-88,22,13,-10
710,-8,-232,-89,22,16,-10
715,-8,-230,-88,22,16,-10
720,-7,-230,-88,23,15,-10
725,-7,-230,-91,23,14,-9
730,-8,-228,-83,21,13,-10
735,-3,-231,-91,18,12,-10
740,-7,-229,-87,14,11,-9
745,-4,-234,-88,10,9,-10
750,-4,-232,-87,8,10,-9
755,-8,-231,-91,6,10,-8
760,-7,-229,-87,5,9,-8
765,-10,-232,-90,5,8,-9
770,-6,-231,-92,3,9,-11
775,-6,-229,-90,3,9,-12
780,-8,-230,-86,2,8,-11
785,-9,-233,-90,3,7,-11
790,-5,-232,-89,2,6,-12
795,-7,-228,-90,3,5,-12
800,-7,-230,-91,3,4,-12
805,-7,-226,-90,3,4,-13
810,-7,-229,-91,4,6,-15
815,-4,-228,-92,4,6,-14
820,-8,-227,-92,1,6,-13
825,-7,-226,-91,-2,10,-15
