timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,5,-214,-122,50,12,-9
5,10,-215,-118,50,11,-10
10,12,-217,-123,50,11,-12
15,11,-214,-120,50,11,-14
20,9,-214,-124,49,11,-11
25,9,-216,-124,45,10,-11
30,11,-220,-125,42,9,-11
35,12,-217,-124,41,8,-14
40,8,-214,-121,39,8,-15
45,11,-218,-123,39,7,-16
50,8,-215,-126,39,6,-15
55,7,-214,-126,39,8,-15
60,11,-213,-122,37,8,-16
65,11,-216,-125,36,10,-14
70,10,-217,-123,36,10,-15
75,6,-220,-121,39,10,-15
80,6,-218,-130,40,10,-14
85,8,-211,-123,39,9,-15
90,10,-213,-125,38,9,-14
95,9,-216,-122,36,11,-15
100,9,-215,-125,35,11,-14
105,7,-216,-123,34,11,-12
110,10,-214,-123,33,10,-12
115,11,-216,-122,32,8,-13
120,8,-213,-126,32,7,-14
125,10,-210,-123,30,8,-14
130,4,-214,-127,30,7,-15
135,11,-216,-125,32,5,-16
140,12,-215,-126,31,5,-18
145,6,-216,-122,31,6,-18
150,8,-218,-122,30,6,-19
155,9,-216,-123,30,7,-19
160,6,-217,-123,31,9,-18
165,7,-213,-125,34,8,-18
170,10,-215,-123,37,9,-16
175,6,-216,-126,39,7,-17
180,8,-217,-125,42,8,-16
185,8,-218,-130,41,8,-14
190,8,-216,-122,41,8,-13
195,10,-214,-122,40,9,-12
200,11,-215,-126,38,9,-12
205,7,-216,-124,37,7,-12
210,7,-212,-127,38,7,-11
215,9,-216,-124,40,9,-14
220,8,-214,-126,42,9,-13
225,8,-216,-123,45,10,-14
230,8,-214,-127,44,10,-14
235,9,-214,-122,43,10,-14
240,9,-217,-121,41,10,-12
245,8,-215,-125,38,11,-12
250,11,-215,-125,36,11,-11
255,10,-214,-123,36,11,-12
260,9,-213,-124,36,11,-14
265,9,-211,-123,36,11,-14
270,9,-214,-122,35,10,-14
275,11,-213,-121,32,11,-16
280,13,-216,-124,32,10,-16
285,10,-211,-124,30,11,-16
290,10,-217,-126,29,10,-16
295,15,-210,-128,29,10,-16
300,11,-212,-127,27,11,-16
305,10,-213,-123,26,10,-15
310,10,-215,-122,24,8,-15
315,9,-214,-122,23,9,-12
320,8,-211,-125,23,8,-15
325,9,-211,-126,23,7,-14
330,9,-211,-122,27,8,-13
335,11,-214,-125,28,7,-13
340,11,-214,-125,31,7,-14
345,8,-214,-125,30,8,-16
350,17,-219,-125,30,8,-16
355,9,-211,-123,29,9,-16
360,10,-213,-123,27,9,-16
365,12,-213,-125,25,10,-15
370,6,-214,-125,23,7,-15
375,9,-214,-124,20,8,-17
380,7,-213,-126,19,9,-18
385,9,-216,-127,16,9,-18
390,6,-216,-125,15,10,-19
395,10,-217,-125,16,11,-17
400,6,-213,-126,16,10,-17
405,7,-215,-120,14,9,-15
410,7,-213,-128,14,11,-17
415,9,-211,-125,13,11,-16
420,13,-215,-127,13,12,-17
425,11,-213,-126,13,11,-17
430,12,-214,-128,13,9,-14
435,7,-214,-126,11,8,-15
440,10,-213,-127,10,9,-16
445,9,-215,-125,10,9,-16
450,11,-213,-128,11,7,-17
455,10,-209,-126,12,6,-17
460,11,-213,-126,13,4,-19
465,10,-213,-124,16,2,-20
470,11,-213,-128,17,2,-20
475,10,-212,-124,17,3,-20
480,9,-213,-126,15,2,-20
485,11,-213,-124,15,3,-19
490,9,-212,-128,12,5,-18
495,7,-216,-127,12,4,-18
500,8,-215,-127,9,5,-19
505,11,-213,-127,8,7,-18
510,8,-215,-126,7,7,-17
515,9,-215,-127,6,7,-17
520,10,-212,-129,9,8,-19
525,11,-212,-128,15,8,-16
530,11,-213,-130,19,8,-16
535,11,-211,-128,21,8,-15
540,9,-217,-126,20,7,-14
545,8,-216,-126,17,9,-15
550,6,-214,-127,16,7,-16
555,9,-213,-125,12,8,-17
560,11,-211,-129,10,8,-18
565,5,-212,-126,9,6,-18
570,7,-212,-127,8,7,-18
575,9,-210,-123,9,7,-15
580,9,-214,-126,10,9,-14
585,5,-211,-128,13,8,-12
590,6,-213,-125,13,10,-11
595,9,-211,-125,14,9,-12
600,9,-213,-126,16,9,-12
605,8,-210,-124,14,10,-10
610,11,-212,-127,12,8,-12
615,12,-212,-124,11,7,-13
620,14,-216,-128,9,6,-15
625,7,-209,-126,6,6,-16
630,10,-213,-127,2,6,-17
635,8,-210,-127,0,5,-16
640,9,-207,-124,-4,5,-17
645,9,-210,-130,-8,4,-18
650,12,-211,-124,-13,4,-16
655,7,-211,-125,-16,4,-16
660,8,-212,-128,-18,4,-15
665,8,-210,-130,-16,3,-14
670,9,-213,-127,-14,4,-15
675,5,-212,-126,-11,5,-14
680,10,-209,-131,-8,6,-13
685,7,-212,-129,-6,7,-13
690,8,-215,-130,-3,8,-13
695,10,-213,-128,-2,8,-13
700,9,-213,-128,0,9,-13
705,9,-213,-130,0,8,-14
710,9,-214,-129,2,7,-14
715,9,-210,-129,2,6,-14
720,8,-215,-128,5,6,-16
725,13,-213,-128,6,5,-16
730,3,-215,-126,8,4,-18
735,8,-213,-126,10,4,-17
740,8,-212,-127,13,5,-18
745,10,-213,-131,15,5,-17
750,9,-213,-126,18,6,-17
755,7,-211,-127,19,7,-17
760,8,-213,-129,21,7,-15
765,7,-210,-128,22,8,-16
770,10,-216,-127,24,9,-12
775,7,-209,-129,22,11,-13
780,10,-212,-127,23,12,-12
785,8,-210,-128,25,11,-13
790,11,-210,-132,26,11,-11
795,10,-210,-130,29,10,-11
800,8,-208,-128,32,10,-11
805,9,-210,-129,34,10,-9
810,11,-208,-127,35,9,-10
